"id";"data_hora";"status"
"006RHWCbShzE75xAtUtJ";"2022-04-27 14:31:25";inicializado
"006RHWCbShzE75xAtUtJ";"2022-04-27 14:32:25";pagamento_autorizado
"006RHWCbShzE75xAtUtJ";"2022-04-27 15:49:27";etiqueta_postada
"006RHWCbShzE75xAtUtJ";"2022-04-27 15:49:30";completo
"006TXEdmgyTDE2USu2rU";"2022-07-28 12:07:49";inicializado
"006TXEdmgyTDE2USu2rU";"2022-07-28 12:09:28";pagamento_autorizado
"006TXEdmgyTDE2USu2rU";"2022-07-28 16:33:26";etiqueta_postada
"006TXEdmgyTDE2USu2rU";"2022-07-28 16:33:30";completo
"006UTwQ6mG8HyZ53mCHQ";"2022-04-25 20:00:17";inicializado
"006UTwQ6mG8HyZ53mCHQ";"2022-04-25 20:01:46";pagamento_autorizado
"006UTwQ6mG8HyZ53mCHQ";"2022-04-25 21:13:33";etiqueta_postada
"006UTwQ6mG8HyZ53mCHQ";"2022-04-25 21:13:49";completo
"006XNG2PngRn04vNZxf7";"2022-07-04 12:45:43";inicializado
"006XNG2PngRn04vNZxf7";"2022-07-04 12:48:07";pagamento_autorizado
"006XNG2PngRn04vNZxf7";"2022-07-04 19:23:30";etiqueta_postada
"006XNG2PngRn04vNZxf7";"2022-07-04 19:23:54";completo
"0072viRqpAosqR4XyPam";"2022-01-28 16:03:49";inicializado
"0072viRqpAosqR4XyPam";"2022-01-28 16:05:13";pagamento_autorizado
"0076ijO6FgqOdWmRgUJ0";"2022-01-14 13:11:43";inicializado
"0078BVk6asCShyq82eKS";"2022-03-03 17:18:39";inicializado
"0078BVk6asCShyq82eKS";"2022-03-03 17:20:20";pagamento_autorizado
"0078BVk6asCShyq82eKS";"2022-03-03 19:56:32";etiqueta_postada
"0078BVk6asCShyq82eKS";"2022-03-03 19:58:13";completo
"007cf6BfDeoIbLW3Lwy5";"2022-08-08 17:35:17";inicializado
"007cf6BfDeoIbLW3Lwy5";"2022-08-08 17:36:18";pagamento_autorizado
"007cf6BfDeoIbLW3Lwy5";"2022-08-08 19:02:35";etiqueta_postada
"007cf6BfDeoIbLW3Lwy5";"2022-08-08 19:02:48";completo
"007F61TAREZS8CdlHosx";"2021-12-16 14:38:45";inicializado
"007F61TAREZS8CdlHosx";"2021-12-16 14:43:23";pagamento_autorizado
"007F61TAREZS8CdlHosx";"2021-12-16 19:21:18";etiqueta_postada
"007F61TAREZS8CdlHosx";"2021-12-16 19:21:20";completo
"007L6y5l8NDDM6U83CT4";"2022-03-11 10:10:28";inicializado
"007L6y5l8NDDM6U83CT4";"2022-03-11 10:11:46";pagamento_autorizado
"007L6y5l8NDDM6U83CT4";"2022-03-11 20:11:29";etiqueta_postada
"007L6y5l8NDDM6U83CT4";"2022-03-11 20:11:59";completo
"007lL1Zsr7kCCUbvT20T";"2022-04-18 21:34:39";inicializado
"007QjI1IRmapJHcXNnKy";"2022-04-28 19:44:18";inicializado
"007QjI1IRmapJHcXNnKy";"2022-04-28 19:50:42";pagamento_autorizado
"007QjI1IRmapJHcXNnKy";"2022-04-28 21:49:30";etiqueta_postada
"007QjI1IRmapJHcXNnKy";"2022-04-28 21:49:32";completo
"007qxiCgbytuD9t5Dfgp";"2022-01-25 01:39:57";inicializado
"007qxiCgbytuD9t5Dfgp";"2022-01-25 01:41:04";pagamento_autorizado
"007qxiCgbytuD9t5Dfgp";"2022-01-25 13:41:22";etiqueta_postada
"007qxiCgbytuD9t5Dfgp";"2022-01-25 13:41:29";completo
"007XT2KrwXvJIHoJ6lFV";"2022-03-04 16:18:40";inicializado
"007XT2KrwXvJIHoJ6lFV";"2022-03-04 16:22:58";pagamento_autorizado
"007XT2KrwXvJIHoJ6lFV";"2022-03-04 17:17:35";etiqueta_postada
"007XT2KrwXvJIHoJ6lFV";"2022-03-04 17:17:49";completo
"007xvHeDkYeLBFoIg1LQ";"2022-03-02 14:20:28";inicializado
"007xvHeDkYeLBFoIg1LQ";"2022-03-02 14:32:59";pagamento_autorizado
"007xvHeDkYeLBFoIg1LQ";"2022-03-03 18:35:37";etiqueta_postada
"007xvHeDkYeLBFoIg1LQ";"2022-03-03 18:36:02";completo
"0087trMAtShP0hPwtb4T";"2022-06-27 15:58:40";inicializado
"0087trMAtShP0hPwtb4T";"2022-06-27 16:01:20";pagamento_autorizado
"0087trMAtShP0hPwtb4T";"2022-06-28 13:41:30";etiqueta_postada
"0087trMAtShP0hPwtb4T";"2022-06-28 13:41:36";completo
"008BO0Fd9I462hTmsegy";"2022-07-12 14:41:40";inicializado
"008BO0Fd9I462hTmsegy";"2022-07-12 14:42:14";pagamento_autorizado
"008BO0Fd9I462hTmsegy";"2022-07-13 16:02:30";etiqueta_postada
"008BO0Fd9I462hTmsegy";"2022-07-13 16:02:32";completo
"008sLNmqXpXrB6Ors6w2";"2022-08-23 15:55:16";inicializado
"008sLNmqXpXrB6Ors6w2";"2022-08-23 15:56:37";pagamento_autorizado
"008sLNmqXpXrB6Ors6w2";"2022-08-23 20:02:32";etiqueta_postada
"008sLNmqXpXrB6Ors6w2";"2022-08-23 20:02:41";completo
"008uwC8WTeoD4qdeoe6k";"2022-08-10 21:13:20";inicializado
"009ADbM2NKwmERJyuSpJ";"2022-02-17 21:06:32";inicializado
"009ADbM2NKwmERJyuSpJ";"2022-02-17 21:09:16";pagamento_autorizado
"009ADbM2NKwmERJyuSpJ";"2022-02-18 16:01:21";etiqueta_postada
"009ADbM2NKwmERJyuSpJ";"2022-02-18 16:01:25";completo
"009b5whNzWgfLNTBN6fC";"2022-02-07 17:32:43";inicializado
"009b5whNzWgfLNTBN6fC";"2022-02-07 17:33:40";pagamento_autorizado
"009b5whNzWgfLNTBN6fC";"2022-02-08 16:33:21";etiqueta_postada
"009b5whNzWgfLNTBN6fC";"2022-02-08 16:33:24";completo
"009LRvi1Tfiu9CQTsW0V";"2022-03-18 16:44:53";inicializado
"009OYMd1my7K4osquwaw";"2022-07-07 19:10:12";inicializado
"009rOYL1xcHEntmQzak6";"2022-05-17 22:43:22";inicializado
"009rOYL1xcHEntmQzak6";"2022-05-17 22:47:40";pagamento_autorizado
"009rOYL1xcHEntmQzak6";"2022-05-18 14:31:35";etiqueta_postada
"009rOYL1xcHEntmQzak6";"2022-05-18 14:31:47";completo
"009vwTWbaCZukDIkpDpy";"2022-06-02 17:12:03";inicializado
"009vwTWbaCZukDIkpDpy";"2022-06-02 17:13:00";pagamento_autorizado
"009vwTWbaCZukDIkpDpy";"2022-06-02 19:18:32";etiqueta_postada
"009vwTWbaCZukDIkpDpy";"2022-06-02 19:19:08";completo
"00aAbviR2DLyEYs7FiAz";"2022-04-04 17:44:35";inicializado
"00aAbviR2DLyEYs7FiAz";"2022-04-04 17:46:11";pagamento_autorizado
"00aAbviR2DLyEYs7FiAz";"2022-04-04 19:05:36";etiqueta_postada
"00aAbviR2DLyEYs7FiAz";"2022-04-04 19:08:05";completo
"00aCx64x4H5szif3zCa8";"2022-06-18 22:45:44";inicializado
"00aCx64x4H5szif3zCa8";"2022-06-18 22:46:45";pagamento_autorizado
"00aCx64x4H5szif3zCa8";"2022-06-21 13:29:35";etiqueta_postada
"00aCx64x4H5szif3zCa8";"2022-06-21 13:29:59";completo
"00ads5AKDkqlwS1Cmw26";"2022-06-08 04:36:24";inicializado
"00ads5AKDkqlwS1Cmw26";"2022-06-08 04:38:13";pagamento_autorizado
"00ads5AKDkqlwS1Cmw26";"2022-06-08 19:14:31";etiqueta_postada
"00ads5AKDkqlwS1Cmw26";"2022-06-08 19:15:37";completo
"00AEpdlqHAf9PsUhVLVL";"2022-01-25 23:15:01";inicializado
"00AEpdlqHAf9PsUhVLVL";"2022-01-25 23:19:57";pagamento_autorizado
"00AEpdlqHAf9PsUhVLVL";"2022-01-27 13:36:19";etiqueta_postada
"00AEpdlqHAf9PsUhVLVL";"2022-01-27 13:36:22";completo
"00AeZqjLA1ULmAqSSQRv";"2022-05-17 08:18:31";inicializado
"00aGzBpKcvmHl0KY3fYC";"2022-07-27 16:08:51";inicializado
"00AmwTw7cOk6But7CIrl";"2022-06-28 17:08:27";inicializado
"00AmwTw7cOk6But7CIrl";"2022-06-28 17:10:04";pagamento_autorizado
"00AmwTw7cOk6But7CIrl";"2022-06-28 18:00:33";etiqueta_postada
"00AmwTw7cOk6But7CIrl";"2022-06-28 18:00:40";completo
"00ANhkeJjzSvG1sOi6bY";"2022-06-22 18:47:20";inicializado
"00ANhkeJjzSvG1sOi6bY";"2022-06-22 18:49:46";pagamento_autorizado
"00ANhkeJjzSvG1sOi6bY";"2022-06-22 19:19:29";etiqueta_postada
"00ANhkeJjzSvG1sOi6bY";"2022-06-22 19:19:51";completo
"00apuoZlaXmnLml1ETmn";"2022-01-05 05:05:29";inicializado
"00apuoZlaXmnLml1ETmn";"2022-01-05 05:07:40";pagamento_autorizado
"00apuoZlaXmnLml1ETmn";"2022-01-12 17:59:20";etiqueta_postada
"00apuoZlaXmnLml1ETmn";"2022-01-12 17:59:34";completo
"00Az0a97pQ1ua233vAzi";"2022-07-15 13:11:29";inicializado
"00Az0a97pQ1ua233vAzi";"2022-07-15 13:29:28";pagamento_autorizado
"00Az0a97pQ1ua233vAzi";"2022-07-15 14:24:32";etiqueta_postada
"00Az0a97pQ1ua233vAzi";"2022-07-15 14:24:35";completo
"00AZW4AR2CCHeGoEqBQ1";"2022-05-10 13:39:05";inicializado
"00AZW4AR2CCHeGoEqBQ1";"2022-05-10 13:41:31";pagamento_autorizado
"00AZW4AR2CCHeGoEqBQ1";"2022-05-10 21:03:33";etiqueta_postada
"00AZW4AR2CCHeGoEqBQ1";"2022-05-11 02:17:00";completo
"00B0I66NOggCTwDHCRSM";"2022-06-02 18:52:14";inicializado
"00B0I66NOggCTwDHCRSM";"2022-06-02 18:53:43";pagamento_autorizado
"00B0I66NOggCTwDHCRSM";"2022-06-02 19:47:38";etiqueta_postada
"00B0I66NOggCTwDHCRSM";"2022-06-02 19:49:23";completo
"00BcsWsZQCCZmnXI9Fyf";"2022-06-27 16:52:01";inicializado
"00BcsWsZQCCZmnXI9Fyf";"2022-06-27 17:00:44";pagamento_autorizado
"00BcsWsZQCCZmnXI9Fyf";"2022-06-28 14:38:30";etiqueta_postada
"00BcsWsZQCCZmnXI9Fyf";"2022-06-28 14:38:32";completo
"00BDLQMiKpb1LBqXO1Ob";"2022-05-18 15:31:33";inicializado
"00BG6d7rJyWXdHBy9HPW";"2022-03-25 18:40:55";inicializado
"00BG6d7rJyWXdHBy9HPW";"2022-03-25 18:45:47";pagamento_autorizado
"00bHsWIZfWiuQL4JuqzI";"2022-01-31 19:47:50";inicializado
"00blbyb72VPFUyfbyPal";"2022-04-25 18:19:08";inicializado
"00blbyb72VPFUyfbyPal";"2022-04-25 18:24:38";pagamento_autorizado
"00BnDekvNw5sj21vU3Jz";"2021-12-22 13:57:33";inicializado
"00bplJQHKLjsN86mGGn1";"2022-02-25 01:36:45";inicializado
"00bplJQHKLjsN86mGGn1";"2022-02-25 01:42:10";pagamento_autorizado
"00bplJQHKLjsN86mGGn1";"2022-02-25 12:34:25";etiqueta_postada
"00bplJQHKLjsN86mGGn1";"2022-02-25 12:34:29";completo
"00bRWiwhtI3AUIHMzmos";"2022-02-17 16:41:50";inicializado
"00bRWiwhtI3AUIHMzmos";"2022-02-17 16:43:55";pagamento_autorizado
"00bRWiwhtI3AUIHMzmos";"2022-02-17 18:23:20";etiqueta_postada
"00bRWiwhtI3AUIHMzmos";"2022-02-17 18:24:02";completo
"00bULSnwolNRs4n4kJFO";"2022-01-31 18:37:06";inicializado
"00bY8hiaOXZZXOA2zacj";"2022-04-29 01:45:17";inicializado
"00bY8hiaOXZZXOA2zacj";"2022-04-29 01:55:06";pagamento_autorizado
"00bY8hiaOXZZXOA2zacj";"2022-04-29 14:12:30";etiqueta_postada
"00bY8hiaOXZZXOA2zacj";"2022-04-29 14:12:50";completo
"00bYZSFCdQLRg1Hlsaxe";"2022-04-25 11:32:20";inicializado
"00bYZSFCdQLRg1Hlsaxe";"2022-04-25 11:41:18";pagamento_autorizado
"00bYZSFCdQLRg1Hlsaxe";"2022-04-25 13:32:55";etiqueta_postada
"00bYZSFCdQLRg1Hlsaxe";"2022-04-25 13:32:58";completo
"00C0dtfUEu8koIFgZzFh";"2021-12-16 13:52:26";inicializado
"00C0dtfUEu8koIFgZzFh";"2021-12-16 13:53:53";pagamento_autorizado
"00C0dtfUEu8koIFgZzFh";"2021-12-16 19:10:19";etiqueta_postada
"00C0dtfUEu8koIFgZzFh";"2021-12-16 19:10:49";completo
"00C7C0cDYIZs3XKBTI0G";"2022-05-18 20:57:08";inicializado
"00C7C0cDYIZs3XKBTI0G";"2022-05-18 20:59:17";pagamento_autorizado
"00C7C0cDYIZs3XKBTI0G";"2022-05-19 12:35:27";etiqueta_postada
"00C7C0cDYIZs3XKBTI0G";"2022-05-19 12:36:35";completo
"00CAgBeRTIpfZzG18czL";"2021-12-28 15:43:03";inicializado
"00CAgBeRTIpfZzG18czL";"2021-12-28 15:43:48";pagamento_autorizado
"00CAgBeRTIpfZzG18czL";"2021-12-28 16:43:18";etiqueta_postada
"00CAgBeRTIpfZzG18czL";"2021-12-28 16:43:20";completo
"00cail10zIYztS2AUI0o";"2021-12-15 13:50:38";inicializado
"00cail10zIYztS2AUI0o";"2021-12-15 13:52:22";pagamento_autorizado
"00cail10zIYztS2AUI0o";"2021-12-16 19:49:20";etiqueta_postada
"00cail10zIYztS2AUI0o";"2021-12-16 19:49:35";completo
"00cdMMQSxAmhAfWdET1q";"2022-07-12 15:00:01";inicializado
"00cdMMQSxAmhAfWdET1q";"2022-07-12 15:01:16";pagamento_autorizado
"00cdMMQSxAmhAfWdET1q";"2022-07-15 12:27:31";etiqueta_postada
"00cdMMQSxAmhAfWdET1q";"2022-07-15 12:27:32";completo
"00Cf3wCDHfD2RfPtTzo4";"2021-12-09 23:28:21";inicializado
"00Cf3wCDHfD2RfPtTzo4";"2021-12-09 23:31:41";pagamento_autorizado
"00Cf3wCDHfD2RfPtTzo4";"2021-12-10 22:35:18";etiqueta_postada
"00Cf3wCDHfD2RfPtTzo4";"2021-12-10 22:35:21";completo
"00CjwbnTxxq8n8rMKahX";"2022-03-21 14:09:29";inicializado
"00CjwbnTxxq8n8rMKahX";"2022-03-21 14:14:19";pagamento_autorizado
"00CjwbnTxxq8n8rMKahX";"2022-03-21 15:18:34";etiqueta_postada
"00CjwbnTxxq8n8rMKahX";"2022-03-21 15:18:36";completo
"00CNY3fAmQ915qmVTAba";"2022-03-17 18:40:25";inicializado
"00CNY3fAmQ915qmVTAba";"2022-03-17 18:47:12";pagamento_autorizado
"00CNY3fAmQ915qmVTAba";"2022-03-18 14:32:32";etiqueta_postada
"00CNY3fAmQ915qmVTAba";"2022-03-18 14:32:37";completo
"00CStUHSQLUdCmaUTjp1";"2021-12-20 16:59:53";inicializado
"00D3H3sZoVeNWq97poCT";"2022-04-07 14:42:05";inicializado
"00dEcmQtxMt8UYFlIjuj";"2021-12-10 11:54:11";inicializado
"00dEcmQtxMt8UYFlIjuj";"2021-12-10 11:57:47";pagamento_autorizado
"00dEcmQtxMt8UYFlIjuj";"2021-12-11 13:58:22";etiqueta_postada
"00dEcmQtxMt8UYFlIjuj";"2021-12-11 13:58:24";completo
"00dET4yKXVrrEoqE9iFS";"2022-08-09 13:57:22";inicializado
"00dET4yKXVrrEoqE9iFS";"2022-08-09 13:57:51";pagamento_autorizado
"00dET4yKXVrrEoqE9iFS";"2022-08-09 18:43:31";etiqueta_postada
"00dET4yKXVrrEoqE9iFS";"2022-08-09 18:43:38";completo
"00dfl7uAIU4CXg8S20fN";"2022-02-10 16:47:46";inicializado
"00dfl7uAIU4CXg8S20fN";"2022-02-10 16:48:56";pagamento_autorizado
"00dfl7uAIU4CXg8S20fN";"2022-02-10 18:27:16";etiqueta_postada
"00dfl7uAIU4CXg8S20fN";"2022-02-10 18:27:25";completo
"00DkS5ZIgrD0B9q9lonw";"2021-12-20 19:13:12";inicializado
"00DkS5ZIgrD0B9q9lonw";"2021-12-20 19:16:14";pagamento_autorizado
"00DkS5ZIgrD0B9q9lonw";"2021-12-21 13:28:19";etiqueta_postada
"00DkS5ZIgrD0B9q9lonw";"2021-12-21 13:28:27";completo
"00DN9RglqFBAdSNzJzL5";"2022-05-25 13:38:44";inicializado
"00DN9RglqFBAdSNzJzL5";"2022-05-25 13:40:16";pagamento_autorizado
"00DN9RglqFBAdSNzJzL5";"2022-05-25 20:41:30";etiqueta_postada
"00DN9RglqFBAdSNzJzL5";"2022-05-25 20:42:10";completo
"00do2yXejCxA7RQ3NWUX";"2022-06-08 15:15:41";inicializado
"00do2yXejCxA7RQ3NWUX";"2022-06-08 16:03:33";pagamento_autorizado
"00do2yXejCxA7RQ3NWUX";"2022-06-08 20:42:28";etiqueta_postada
"00do2yXejCxA7RQ3NWUX";"2022-06-08 20:42:34";completo
"00DoAgMAg1Z4XdMAAd51";"2022-03-26 17:13:58";inicializado
"00DoAgMAg1Z4XdMAAd51";"2022-03-26 17:16:43";pagamento_autorizado
"00DoAgMAg1Z4XdMAAd51";"2022-03-28 16:45:33";etiqueta_postada
"00DoAgMAg1Z4XdMAAd51";"2022-03-28 16:45:43";completo
"00DpkZKlHZhKwUHEtzFh";"2022-07-10 22:23:39";inicializado
"00DpkZKlHZhKwUHEtzFh";"2022-07-10 22:26:11";pagamento_autorizado
"00DpkZKlHZhKwUHEtzFh";"2022-07-11 19:37:31";etiqueta_postada
"00DpkZKlHZhKwUHEtzFh";"2022-07-11 19:37:34";completo
"00dsOLUN7TuhU5tiDXfq";"2022-07-18 22:22:48";inicializado
"00dsOLUN7TuhU5tiDXfq";"2022-07-18 22:25:05";pagamento_autorizado
"00dsOLUN7TuhU5tiDXfq";"2022-07-28 17:51:30";etiqueta_postada
"00dsOLUN7TuhU5tiDXfq";"2022-07-28 17:51:33";completo
"00Dvpb3p0Udr0O9IQBoE";"2022-04-22 14:11:29";inicializado
"00Dvpb3p0Udr0O9IQBoE";"2022-04-22 14:13:36";pagamento_autorizado
"00Dvpb3p0Udr0O9IQBoE";"2022-04-22 17:58:39";etiqueta_postada
"00Dvpb3p0Udr0O9IQBoE";"2022-04-22 17:58:56";completo
"00DVyceq8tSuYYXQuGSh";"2022-06-03 16:48:07";inicializado
"00DVyceq8tSuYYXQuGSh";"2022-06-03 16:53:13";pagamento_autorizado
"00DVyceq8tSuYYXQuGSh";"2022-06-03 19:49:31";etiqueta_postada
"00DVyceq8tSuYYXQuGSh";"2022-06-03 19:49:55";completo
"00dxUtshxPHkjfN5OBON";"2022-03-21 13:58:14";inicializado
"00DyGGwCo6LkLfpLCcZq";"2022-08-09 15:47:27";inicializado
"00DyGGwCo6LkLfpLCcZq";"2022-08-09 15:49:34";pagamento_autorizado
"00DyGGwCo6LkLfpLCcZq";"2022-08-09 16:41:31";etiqueta_postada
"00DyGGwCo6LkLfpLCcZq";"2022-08-09 16:41:46";completo
"00dykr6y8M5C8DZqWDy3";"2022-01-03 15:09:14";inicializado
"00dykr6y8M5C8DZqWDy3";"2022-01-03 15:10:31";pagamento_autorizado
"00dykr6y8M5C8DZqWDy3";"2022-01-03 17:05:19";etiqueta_postada
"00dykr6y8M5C8DZqWDy3";"2022-01-03 17:05:32";completo
